Late_Delivery_Risk,Sales,Order_Item_Quantity,Order_Profit_Per_Order,Days_Scheduled,Category_Name,Customer_Segment,Shipping_Type,Customer_Country,Order_Country,Month_Name,Day_of_Week
1,99.99,1,28.90,4,Cardio Equipment,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,100.00,2,28.22,4,Women's Apparel,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,239.96,4,78.71,4,Cleats,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,159.96,4,45.00,4,Golf Gloves,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Friday
0,129.99,1,54.91,4,Men's Footwear,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
0,399.98,1,-107.09,4,Fishing,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,499.95,5,148.82,1,Cardio Equipment,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
1,299.98,1,25.87,1,Camping & Hiking,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
1,59.99,1,5.23,1,Cleats,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
1,100.00,2,40.32,4,Women's Apparel,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,199.99,1,61.71,4,Water Sports,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Friday
1,399.98,1,111.99,4,Fishing,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Friday
0,179.97,3,11.34,4,Cleats,Home Office,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,159.96,4,23.51,4,Shop By Sport,Home Office,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,179.96,4,81.95,4,Tennis & Racquet,Home Office,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,399.96,4,-73.65,4,Cardio Equipment,Home Office,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,399.98,1,110.86,4,Fishing,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
0,150.00,3,44.10,4,Women's Apparel,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
0,129.99,1,43.87,4,Men's Footwear,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
0,50.00,1,18.38,4,Women's Apparel,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,129.99,1,40.22,4,Men's Footwear,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,250.00,5,95.55,4,Women's Apparel,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,99.96,2,-1.08,4,Indoor/Outdoor Games,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,399.96,4,103.99,4,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,299.98,1,142.55,4,Camping & Hiking,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,179.97,3,10.12,4,Cleats,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,250.00,5,-58.91,4,Women's Apparel,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
0,129.99,1,43.88,4,Men's Footwear,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Friday
0,199.99,1,-34.80,4,Water Sports,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Friday
0,129.99,1,23.34,4,Men's Footwear,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
0,249.90,5,72.72,4,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
0,49.98,1,4.20,4,Indoor/Outdoor Games,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
0,399.98,1,86.32,4,Fishing,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
0,249.90,5,-39.92,4,Indoor/Outdoor Games,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
0,49.98,1,3.74,4,Indoor/Outdoor Games,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
0,299.98,1,104.99,4,Camping & Hiking,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,59.99,1,15.60,1,Cleats,Home Office,PAYMENT,Puerto Rico,Estados Unidos,June,Friday
1,250.00,5,115.00,1,Women's Apparel,Home Office,PAYMENT,Puerto Rico,Estados Unidos,June,Friday
1,99.96,2,8.40,1,Indoor/Outdoor Games,Home Office,PAYMENT,Puerto Rico,Estados Unidos,June,Friday
1,129.99,1,-20.13,1,Men's Footwear,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
1,399.98,1,141.11,1,Fishing,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
1,179.97,3,52.26,1,Cleats,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
1,199.99,1,-114.39,1,Water Sports,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,299.98,1,28.12,1,Camping & Hiking,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,74.97,3,17.83,1,Accessories,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,199.99,1,15.84,1,Water Sports,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,399.98,1,-543.97,1,Fishing,Corporate,CASH,EE. UU.,Estados Unidos,June,Friday
1,399.98,1,156.59,2,Fishing,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,31.99,1,5.96,2,Electronics,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,199.98,2,63.16,2,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,199.95,5,18.98,2,Shop By Sport,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,129.99,1,12.48,2,Men's Footwear,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,119.98,2,17.71,2,Cleats,Consumer,CASH,Puerto Rico,Estados Unidos,June,Friday
1,50.00,1,-42.57,2,Women's Apparel,Consumer,CASH,Puerto Rico,Estados Unidos,June,Friday
0,44.97,3,2.12,4,Golf Balls,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,299.98,1,24.00,4,Camping & Hiking,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,149.94,3,-78.72,4,Indoor/Outdoor Games,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
0,100.00,2,17.94,4,Women's Apparel,Corporate,CASH,Puerto Rico,Estados Unidos,June,Friday
0,89.98,2,4.94,4,Electronics,Corporate,CASH,Puerto Rico,Estados Unidos,June,Friday
0,59.99,1,15.21,4,Cleats,Corporate,CASH,Puerto Rico,Estados Unidos,June,Friday
0,49.98,1,17.83,4,Indoor/Outdoor Games,Corporate,CASH,Puerto Rico,Estados Unidos,June,Friday
0,50.00,1,3.10,4,Women's Apparel,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Friday
1,399.98,1,-17.60,4,Fishing,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,299.95,5,77.99,4,Cleats,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Friday
1,99.99,1,-9.83,4,Cardio Equipment,Home Office,PAYMENT,EE. UU.,Estados Unidos,June,Friday
1,179.97,3,55.34,4,Cleats,Home Office,PAYMENT,EE. UU.,Estados Unidos,June,Friday
1,299.98,1,68.88,4,Camping & Hiking,Home Office,PAYMENT,EE. UU.,Estados Unidos,June,Friday
1,39.99,1,2.99,4,Shop By Sport,Home Office,PAYMENT,EE. UU.,Estados Unidos,June,Friday
1,50.00,1,6.75,4,Women's Apparel,Home Office,PAYMENT,EE. UU.,Estados Unidos,June,Friday
1,129.99,1,35.31,2,Men's Footwear,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,59.99,1,16.22,2,Cleats,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,127.96,4,41.59,2,Electronics,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,129.99,1,15.92,2,Men's Footwear,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,299.98,1,-166.07,2,Camping & Hiking,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,199.99,1,-72.80,2,Water Sports,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,129.99,1,59.20,2,Men's Footwear,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,250.00,5,-478.13,2,Women's Apparel,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,129.99,1,39.00,2,Men's Footwear,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Friday
1,299.98,1,75.59,2,Camping & Hiking,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,250.00,5,96.00,2,Women's Apparel,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,179.97,3,38.84,2,Cleats,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
0,399.98,1,172.79,4,Fishing,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,149.94,3,57.58,4,Indoor/Outdoor Games,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,90.00,3,18.72,4,Shop By Sport,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,159.95,5,12.00,4,Electronics,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,249.90,5,27.96,2,Indoor/Outdoor Games,Corporate,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,92.56,2,Camping & Hiking,Corporate,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,50.00,1,-9.52,2,Women's Apparel,Corporate,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,-42.54,2,Camping & Hiking,Corporate,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,79.19,2,Camping & Hiking,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,149.94,3,54.10,2,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,129.99,1,26.32,2,Men's Footwear,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,179.97,3,-105.82,2,Cleats,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,299.95,5,103.48,2,Cleats,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,129.99,1,49.92,2,Men's Footwear,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,299.97,3,32.76,2,Cardio Equipment,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,239.96,4,55.77,2,Cleats,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,127.96,4,34.84,2,Electronics,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,199.99,1,93.00,0,Water Sports,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,150.00,3,36.98,0,Women's Apparel,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,119.98,2,-42.32,0,Cleats,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,299.98,1,74.25,0,Camping & Hiking,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,150.00,3,27.80,0,Women's Apparel,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,249.90,5,24.99,1,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,199.92,4,56.98,1,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,250.00,5,-131.20,1,Women's Apparel,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,399.98,1,127.39,1,Fishing,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,131.03,1,Camping & Hiking,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,59.99,1,14.27,1,Cleats,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,150.00,3,64.68,1,Women's Apparel,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,299.95,5,-143.98,1,Cleats,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,239.96,4,52.41,1,Cleats,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,50.00,1,-18.45,1,Women's Apparel,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,249.90,5,-104.96,1,Indoor/Outdoor Games,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,59.99,1,-112.03,1,Cleats,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,499.95,5,190.88,1,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,499.95,5,205.78,1,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,299.97,3,75.32,1,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,129.99,1,51.16,1,Men's Footwear,Corporate,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,399.98,1,133.91,1,Fishing,Corporate,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
0,149.94,3,56.00,4,Indoor/Outdoor Games,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,199.99,1,28.35,4,Water Sports,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,299.98,1,43.52,4,Camping & Hiking,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
0,399.98,1,22.68,4,Fishing,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,199.99,1,-4.75,4,Water Sports,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,119.97,3,32.92,4,Shop By Sport,Consumer,CASH,Puerto Rico,Estados Unidos,June,Saturday
0,150.00,3,63.45,4,Women's Apparel,Consumer,CASH,Puerto Rico,Estados Unidos,June,Saturday
0,299.98,1,102.05,4,Camping & Hiking,Consumer,CASH,Puerto Rico,Estados Unidos,June,Saturday
0,119.97,3,58.20,4,Shop By Sport,Consumer,CASH,Puerto Rico,Estados Unidos,June,Saturday
1,119.98,2,11.39,4,Cleats,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,119.98,2,24.48,4,Cleats,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,55.98,2,23.89,4,Electronics,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,299.98,1,96.32,4,Camping & Hiking,Home Office,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
0,49.98,1,1.76,4,Indoor/Outdoor Games,Home Office,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,100.00,2,28.28,4,Women's Apparel,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,129.99,1,-275.12,4,Men's Footwear,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,50.00,1,-30.42,4,Women's Apparel,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,34.99,1,14.49,4,Fitness Accessories,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,199.95,5,47.59,4,Shop By Sport,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,199.92,4,69.67,4,Indoor/Outdoor Games,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,250.00,5,62.25,4,Women's Apparel,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,119.97,3,41.99,4,Shop By Sport,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,149.94,3,61.72,4,Indoor/Outdoor Games,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
0,129.99,1,50.23,4,Men's Footwear,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
0,250.00,5,94.50,4,Women's Apparel,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
0,249.90,5,55.98,4,Indoor/Outdoor Games,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
0,59.99,1,24.19,4,Cleats,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
0,129.99,1,9.72,4,Men's Footwear,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
0,250.00,5,77.14,4,Women's Apparel,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,129.99,1,39.58,4,Men's Footwear,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,199.99,1,62.40,4,Water Sports,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,199.98,2,86.23,4,Cardio Equipment,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,399.96,4,-59.99,4,Cardio Equipment,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,100.00,2,15.40,4,Women's Apparel,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,100.00,2,-59.40,4,Women's Apparel,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,99.96,2,27.61,4,Indoor/Outdoor Games,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,150.00,3,-30.71,4,Women's Apparel,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,199.99,1,-43.65,4,Water Sports,Corporate,CASH,Puerto Rico,Estados Unidos,June,Saturday
1,129.99,1,12.93,4,Men's Footwear,Corporate,CASH,Puerto Rico,Estados Unidos,June,Saturday
1,239.96,4,48.95,4,Cleats,Corporate,CASH,Puerto Rico,Estados Unidos,June,Saturday
1,199.99,1,71.14,4,Water Sports,Corporate,CASH,Puerto Rico,Estados Unidos,June,Saturday
1,200.00,4,92.16,4,Women's Apparel,Corporate,CASH,Puerto Rico,Estados Unidos,June,Saturday
1,119.98,2,11.80,2,Cleats,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,249.90,5,71.72,2,Indoor/Outdoor Games,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,299.98,1,97.34,2,Camping & Hiking,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,199.92,4,-21.91,2,Indoor/Outdoor Games,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,399.98,1,113.99,2,Fishing,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,239.96,4,-44.47,2,Cleats,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,249.90,5,-23.44,2,Indoor/Outdoor Games,Consumer,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,149.94,3,58.63,2,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,199.92,4,50.94,2,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,299.98,1,-78.86,2,Camping & Hiking,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,50.00,1,-25.20,2,Women's Apparel,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
1,83.97,3,8.90,2,Electronics,Consumer,PAYMENT,Puerto Rico,Estados Unidos,June,Saturday
0,47.99,1,12.96,2,Electronics,Home Office,CASH,EE. UU.,Estados Unidos,June,Saturday
0,199.99,1,83.16,2,Water Sports,Home Office,CASH,EE. UU.,Estados Unidos,June,Saturday
0,249.90,5,100.76,2,Indoor/Outdoor Games,Home Office,CASH,EE. UU.,Estados Unidos,June,Saturday
0,224.95,5,-510.19,2,Tennis & Racquet,Home Office,CASH,EE. UU.,Estados Unidos,June,Saturday
1,299.97,3,121.89,2,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,99.37,2,Camping & Hiking,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,129.99,1,24.57,2,Men's Footwear,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,399.98,1,38.40,2,Fishing,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,149.94,3,15.65,2,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,299.95,5,68.87,2,Cleats,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,119.97,3,16.92,2,Shop By Sport,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,99.99,1,41.36,2,Cardio Equipment,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,399.98,1,-27.55,2,Fishing,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,129.99,1,2.96,2,Men's Footwear,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,49.98,1,10.71,2,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,299.98,1,50.49,2,Camping & Hiking,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,129.99,1,9.43,2,Men's Footwear,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,179.97,3,-237.11,2,Cleats,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,239.96,4,101.36,2,Cleats,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,50.00,1,14.88,2,Women's Apparel,Corporate,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,249.90,5,101.96,2,Indoor/Outdoor Games,Home Office,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,499.95,5,208.23,1,Cardio Equipment,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,159.96,4,74.43,1,Shop By Sport,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,299.95,5,2.49,1,Cleats,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,119.97,3,45.11,1,Shop By Sport,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,200.00,4,93.12,1,Women's Apparel,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,399.98,1,109.75,1,Fishing,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,50.00,1,1.74,1,Women's Apparel,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,299.95,5,110.86,1,Cleats,Consumer,TRANSFER,Puerto Rico,Estados Unidos,June,Saturday
1,39.99,1,13.15,1,Shop By Sport,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,129.99,1,35.62,1,Men's Footwear,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,179.97,3,73.59,1,Cleats,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,399.98,1,178.19,1,Fishing,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
0,199.99,1,94.00,2,Water Sports,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,39.98,2,-30.70,2,Golf Balls,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,100.00,2,31.85,2,Women's Apparel,Home Office,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,150.00,3,39.06,2,Women's Apparel,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,129.99,1,-49.40,2,Men's Footwear,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,39.99,1,11.61,4,Shop By Sport,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,39.99,1,5.87,4,Shop By Sport,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,129.99,1,-28.08,4,Men's Footwear,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,299.98,1,-67.50,4,Camping & Hiking,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,199.99,1,-13.20,4,Water Sports,Consumer,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,299.98,1,70.42,4,Camping & Hiking,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,39.99,1,12.30,4,Shop By Sport,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,299.95,5,20.91,4,Cleats,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,149.94,3,-217.71,4,Indoor/Outdoor Games,Home Office,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
0,129.99,1,47.28,4,Men's Footwear,Home Office,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
0,239.96,4,-334.74,4,Cleats,Home Office,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
0,399.98,1,30.00,4,Fishing,Home Office,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
0,399.98,1,146.99,4,Fishing,Home Office,DEBIT,Puerto Rico,Estados Unidos,June,Saturday
1,199.99,1,56.00,2,Water Sports,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,150.00,3,21.26,2,Women's Apparel,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,250.00,5,19.14,4,Women's Apparel,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,18.00,4,Camping & Hiking,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,129.99,1,39.87,4,Men's Footwear,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,199.99,1,31.16,4,Water Sports,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,129.99,1,9.65,4,Men's Footwear,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,149.94,3,62.08,4,Indoor/Outdoor Games,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,299.98,1,73.80,4,Camping & Hiking,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,239.96,4,54.59,4,Cleats,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,299.98,1,109.55,4,Camping & Hiking,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
0,299.98,1,-32.51,4,Camping & Hiking,Consumer,CASH,EE. UU.,Estados Unidos,June,Saturday
1,199.99,1,16.60,2,Water Sports,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,200.00,4,78.40,2,Women's Apparel,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,122.39,2,Camping & Hiking,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,75.00,3,17.01,2,Girls' Apparel,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,299.98,1,91.34,2,Camping & Hiking,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,43.98,2,-33.62,4,Trade-In,Corporate,PAYMENT,EE. UU.,Estados Unidos,June,Saturday
1,399.96,4,89.59,4,Cardio Equipment,Corporate,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
0,199.99,1,12.60,2,Water Sports,Consumer,CASH,Puerto Rico,Estados Unidos,June,Saturday
1,119.98,2,51.74,1,Cleats,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,399.98,1,-18.24,1,Fishing,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,50.00,1,8.27,1,Women's Apparel,Consumer,DEBIT,EE. UU.,Estados Unidos,June,Saturday
1,39.99,1,1.64,2,Shop By Sport,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,99.96,2,40.87,2,Indoor/Outdoor Games,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,200.00,4,95.04,2,Women's Apparel,Consumer,TRANSFER,EE. UU.,Estados Unidos,June,Saturday
1,150.00,3,48.17,2,Women's Apparel,Corporate,DEBIT,EE. UU.,Estados Unidos,June,Saturday
